one,two,three,four,key
1.228498894,1.253479117,-0.221459415,-0.06541319652,H
1.018951279,-0.4239368607,-1.724553435,-0.8234090844,A
-0.1698929387,0.3010718403,1.40996063,-0.5160559411,X
0.8830678677,0.9506127835,0.783765906,0.7764069242,6
1.032778213,-0.09293032899,0.600042005,0.173515461,C
-0.2492245884,-0.06482010099,-0.01276305461,0.03047264874,N
0.5565904473,1.976901404,0.1306689367,2.71966409,I
0.1610756416,-1.314939538,-0.6051920512,-0.7322129751,S
-1.84206222,0.01091469603,-0.01323301952,-0.2982594245,C
1.727237101,1.674584174,-0.9882913221,0.5124452174,H
-0.1903863896,-0.1843850102,1.163292133,-1.059895789,Y
0.6931113393,0.8157514947,-2.388694725,-0.2017101744,J
-0.06211267294,-0.009849644765,0.6584526597,0.782909763,X
0.8809397516,-0.7073911298,-0.7509390557,-0.04238145846,Y
-0.592837624,-0.7001172109,0.8313519652,-1.158910842,V
1.628349796,0.4046182155,0.0863343326,0.2789135449,V
0.2105442783,-0.9094381891,0.9038997535,0.4715791037,0
0.0336064949,-0.8829002603,-0.3457292651,-0.317833493,C
-0.07557440234,-0.6162601784,-0.3424709979,0.8505222712,F
-1.26295071,-0.1672732376,1.457807429,-0.3756360948,H
-0.2895132681,-0.9276063352,0.9502073368,1.234067213,R
1.346532271,1.083389342,-0.8408226962,0.5250321664,N
0.6982125796,-1.263537023,0.03458885042,-1.082713148,U
-0.7980041606,-1.301794553,-1.956852412,-1.284120076,H
0.04261121824,-0.1759431879,-1.015977279,0.6681735946,B
1.522649229,2.291392479,1.506445057,-0.4480510165,I
0.5491183722,-0.4396731374,0.6512287767,2.648046277,4
0.1194677713,0.2246333618,-0.4629365215,1.410155532,B
-0.3238994412,-0.1152781203,-2.247625127,0.2713040989,S
-0.569092885,1.860056104,-2.552600545,-0.4335381856,8
0.1121114736,-0.8457978401,1.006310202,1.138831883,S
-0.499492135,0.9164146749,-1.045215126,-0.5075782034,F
0.3763361746,0.7641185071,0.9355203567,-0.5942843236,E
0.04355196046,-1.133113908,1.839959959,1.076890768,8
0.08521566085,2.510964458,-1.05481406,0.6736996803,M
-1.78187927,-1.085402129,-0.05236217601,-1.07072107,S
0.8956744001,1.221778291,0.3549439497,-2.72080074,D
0.1789642965,-1.240360383,0.2167032595,-0.9310382658,N
0.7511109359,-1.677541357,-1.845294272,0.472624179,5
-0.1740653055,0.4173757059,0.6756857944,0.9761296826,8
0.4692853443,0.468042648,0.7403581978,-3.173508802,N
-0.4143430917,-0.8475695974,0.3214605766,-2.575767405,T
0.9471706818,0.3285390105,0.19405476,-0.5308551705,0
0.280983722,2.218109682,0.04301901025,0.1059709333,M
1.368775363,0.3143643113,0.2379280363,0.8264798144,X
-0.5566538697,0.6772437723,-0.04874518675,0.4814845922,T
1.275352252,-1.636604901,-0.9070825167,-0.8421501665,H
0.3544847765,0.3369611064,-0.8773605472,1.943402955,N
1.630410803,-0.1078373348,-0.4526697042,0.5119110116,A
2.130821742,-0.5136128586,-0.5892727515,0.2702467311,K
1.133030085,-0.9204989841,-0.4114777891,-0.001257733178,C
-0.02236844659,-0.1656932134,1.487502507,-1.560971085,X
-1.597817504,-0.544169576,0.5650757861,1.288176668,U
-0.6414289158,0.3766895955,-0.1537893136,-0.5129605266,G
0.3143573773,-0.9625419367,-0.5415125345,-1.15616489,Y
0.08833955562,0.8142741323,-0.304655359,0.7926760341,K
-0.2419617717,-0.629315403,-2.212602334,-0.3741051577,G
-1.181734914,-0.5969416812,0.2743443978,0.2731263654,5
-0.2166530747,-0.7360391435,-0.695235904,0.4211877339,O
-0.210084441,0.7080767531,1.54565512,-1.58704506,G
-0.1948036906,-0.2155782483,0.6918294504,-0.09927529664,Z
0.5550343641,-0.6289481622,-0.5508862053,-1.303585385,Z
-0.001325533439,0.2349790804,0.305587215,1.174984718,X
-0.5058847153,0.2890745472,-1.017536685,0.08623483614,L
0.8184583028,-0.07742394273,-1.535596922,-0.727323014,I
-0.7398378152,0.654747516,0.7758928805,0.9117259824,L
-0.1576686607,0.01057653698,-0.4732908188,-0.1149772546,J
1.582072755,1.211350772,0.2771314332,0.6371442969,W
-0.7041900487,0.1278759974,1.052502729,0.2090738711,B
-0.3893678043,-0.9329136612,-0.9980249635,0.5636169111,D
-0.5582721313,-0.1617748963,-1.538066596,0.6134433194,G
-0.1584970665,1.349013244,-0.4751577897,-1.033058724,0
0.4076714321,0.254556508,-1.560824564,1.125627608,F
-0.6539213669,0.02757908772,-1.396293698,0.9138252266,B
-2.576925499,0.3381650367,0.5194429764,-2.303307142,I
-0.8428653473,1.082165093,-0.6463978608,-1.135006869,U
-0.4941812891,0.1049394935,0.8272368578,1.055114332,U
1.155761685,-0.06600777044,0.2360588215,0.3099681888,2
-0.6875344739,-0.02635449378,0.1066192814,2.474901636,N
0.6495175599,-1.177810515,-0.9542774583,-0.3390436582,G
-0.4234677778,0.6388377151,-0.03903465753,0.1454463576,Q
0.08273828826,-0.4727122155,0.4800721177,2.01998684,J
0.2688933207,-1.484845623,-1.637639866,-2.325580078,I
-0.1071296951,-1.112419958,-1.270698225,0.8482967716,D
-1.045440778,0.7972027202,-0.3506228126,-1.154111641,B
0.419680914,-1.202554971,0.3744327833,-0.5562015284,F
0.203280886,0.9470445398,0.9906419676,0.0618586715,R
2.092124148,0.9066924675,1.327444457,1.098019981,D
0.4263304916,0.7754313812,-0.5408066069,0.4833950848,G
1.652039449,-0.8873198146,-2.174533338,1.286617771,D
1.014085189,0.7719584466,0.3913975527,1.349604772,D
-0.268733297,0.1457784316,1.148384879,-0.05585916869,G
1.17460855,0.6117144123,0.51517852,-0.1858475956,M
-2.405018662,-0.1602833297,2.322082486,-0.9440425208,I
0.4231916868,0.09578677351,-0.8877676693,-0.7416212782,W
-1.242079524,0.3719235505,0.1667771403,1.010489333,C
1.293471808,1.144530364,-1.481266988,-0.4416015723,E
-1.126853007,-1.037226485,-0.2397141714,1.173218784,7
-1.062208914,1.192261826,-0.7754475771,-1.225011751,G
-0.3726564172,-0.485827703,0.5346549411,-1.212244564,A
-0.02003625341,-1.333035142,2.189450394,-0.2491901512,1
-0.5777627443,-0.389902048,0.4881375959,0.6260008377,3
-0.7665406452,0.7137165606,-1.018256327,1.889361167,S
-1.738700037,-0.3360535193,-0.9925384954,1.421204181,A
-0.5682158503,-1.848143845,0.8638346624,1.322281427,4
1.321858171,1.008873448,0.2546075286,-1.342099301,E
-1.443118194,0.2405712744,0.7929439373,0.07366833104,Z
0.4408719053,1.122574034,-0.755518791,-0.7169282103,I
1.515095857,1.335474365,-0.9101156912,0.0511775765,1
2.023579563,1.096807399,-1.348178405,0.2643418877,O
-0.3613151675,1.01065214,2.55387891,-0.08957510918,H
-0.9945477588,-0.4575681709,2.218482808,-1.278251474,S
0.1320323881,-1.305137148,-0.5361633713,-1.280055331,T
1.161764326,0.8181816714,0.0151191882,0.2833215333,D
-1.039420806,1.134517436,-2.225790197,0.05920400524,G
-0.867388839,0.3980722184,2.053797257,0.7345628404,7
1.453001759,0.5691634546,0.1982476624,0.4652055485,L
-0.09542829881,0.4283864203,-0.4050975339,-1.39724911,S
-1.173270312,0.159077812,1.927651138,-0.210691347,D
1.04396636,-0.1041105998,-0.2492756292,-0.02077930121,I
0.280528851,1.601091359,0.5613313659,0.8686309894,Q
-0.6599528292,-2.303160163,0.2480010692,0.9427257359,5
0.7905838844,-0.983115534,0.8745309996,0.8092820024,E
-1.175910929,2.151986967,-0.0809277137,-0.431623621,N
-0.2611097389,-0.5160696282,1.135387917,-0.7613198006,V
0.7034238399,0.4496140991,-1.593578247,-1.155399897,V
1.116450418,-0.2740689412,-0.02974778749,-0.4334132765,V
-0.3573086703,-0.5293983118,0.2054175256,0.1084284902,K
0.423229027,2.089096113,0.9236747821,1.502726518,Q
0.2171260832,1.282361415,-0.9784285641,0.2636134495,C
-0.4433979416,0.676989998,0.6385886337,-0.8737949187,P
1.005342002,0.6824622547,1.200273336,0.1934551114,Q
1.376209857,1.148046218,-1.194932914,-0.02465105499,G
0.7453465229,-0.8860250297,-0.4370632137,2.124740742,A
0.6200592265,-1.371442688,0.7226297555,1.637960079,A
0.006306993769,-1.331341527,0.06496164945,-0.5723982517,A
-0.1984773498,0.6844558142,-0.1474752211,0.5816489405,8
0.6811784366,0.2834887526,-0.20125717,-0.8372724551,Y
-3.726863726,2.152632177,0.9867112353,-1.273956292,E
1.23296535,-0.8720752116,1.125733941,-1.269691984,1
1.680717776,-0.7950616747,0.429541562,0.9079596857,1
0.01260334611,-0.5595579996,1.170093015,-0.7550843211,D
0.4786878521,-0.9238030972,-1.621413315,1.122108923,E
0.6549129014,0.05157143674,2.016147964,0.6526181673,4
-0.8405245544,-0.1556279324,0.992245694,0.8189947627,T
0.1676514564,-0.1264831599,-0.2159230909,-0.5518169538,9
-1.694869053,-0.2517938216,0.6437916943,1.051484389,X
1.158910641,1.192041313,-0.4747252411,-1.188532997,X
-0.3596094044,-0.7428697035,-1.434231986,-0.4125303369,I
0.5278937108,0.08406802555,2.368529647,-0.003023699109,B
0.3883073452,0.9696554214,-0.1623911145,-0.2563491897,J
-0.2700802296,-1.25575149,-0.3561785291,1.231406415,D
0.08201280398,-0.5233472382,-0.2989260806,-2.259246487,F
-1.401528999,0.2935672382,0.9150686806,-0.697823683,1
-0.3420391544,0.2048370228,0.9653913195,0.2195772167,N
1.588455831,-0.2693719641,-0.2983988916,-0.01732156317,S
0.3671027168,-0.2080865677,-0.251701416,-0.5221927588,G
0.1975114606,-0.5021792182,-1.736854181,1.234516458,L
1.552527575,-1.332353671,-0.2279178861,-0.8170406681,I
0.3043816225,1.406603031,0.3731717314,0.4468369795,6
-1.405558619,-0.7018794701,1.793801494,-0.3704947307,U
-0.2901458175,0.4661165938,1.019924192,-0.09131824409,Y
-0.04610431065,0.8735573698,0.6603012041,0.4630933896,E
-1.577011588,-2.119284498,1.805621129,-0.2835011788,S
0.3403723665,0.3825609358,0.000310750462,0.452416589,G
1.617485133,0.3251013314,-0.5600421072,0.944086449,O
0.2683480571,-0.3730197283,0.4331404181,-0.8682857732,L
0.5994105567,-1.053006368,-0.06124650047,0.8909217208,F
-1.767323553,0.5646825631,-0.2746116617,-0.17466649,R
0.007588639803,1.506446748,1.903477612,0.4161041686,G
-0.1099624645,-0.9201166281,1.823191727,-1.427934786,5
0.645940279,0.4412831648,0.7242788862,0.7267945576,R
1.189912778,-0.4536007083,1.207129243,-0.2417849956,T
1.209582608,0.6513520412,0.384909739,0.5601298999,N
-0.8350331463,0.1868141484,0.09942077914,-0.5407640536,7
0.923118168,-1.349525136,1.986288849,1.099943935,U
-0.1694211485,1.093335155,-0.04765207052,-0.08570512527,L
-0.367094823,-0.7642366424,0.5258764505,0.3580303214,O
-1.150006932,0.8249406002,-0.8715908998,0.05812375786,X
1.497399862,-0.8193341598,0.01739229391,-0.03731388312,E
-0.3178084328,1.235653052,0.1291194623,-0.750614455,L
0.8953244769,1.738289406,-0.7894961654,1.56141462,R
-2.323375944,-0.08648408101,-0.9378112326,0.9755000709,Z
0.7498569644,-1.469870674,2.674433774,-0.8350177566,L
-0.6316109551,-0.8288621359,-0.1205939314,-1.000736778,6
-0.722216454,-0.5076158538,0.2527003061,-0.1969345319,R
-1.12139973,-0.8300735039,-1.556150567,1.372112489,F
1.255334255,-0.09154850985,-1.092049642,1.431610434,6
-2.088979558,-1.03384019,-0.1757096669,-0.0449589141,H
-0.5938358223,-0.1255923997,-0.148472855,0.8242934523,J
-0.8533714155,-1.050392037,-1.636552187,-0.5314991249,X
0.184960337,0.7242808951,-1.303613781,0.04278319677,B
-0.2342293569,-2.156776208,0.6651542625,0.6521848957,O
-0.5429950399,0.3913231006,-0.6236189725,-0.6380908457,E
1.036986148,0.4996770254,1.148363707,-0.4671389732,X
0.7627133949,-0.3379457545,-0.2394130161,-0.6627946344,R
0.7499772521,0.7125381941,1.001916898,-0.9965231674,X
0.171084491,-0.2554902092,0.1020482569,-0.3164825147,P
1.9325253,0.2463128402,-0.1410268116,-0.5301622284,P
-1.057745091,-0.9749244068,-0.1381636681,0.5074942744,M
1.450925293,-0.7576983876,-0.09535204572,-0.7832424783,S
-0.8514919603,0.5318300814,-0.0008848328743,1.090088448,J
-1.455229926,-1.651306421,0.1769411625,0.8720481444,H
1.614927373,-1.213212044,-0.4812530852,-0.4170135455,Y
-0.0844707071,-0.2773502514,1.45142975,0.08476407374,V
-0.5181126395,0.226027523,-0.5117960047,-0.9191898013,I
-0.9728658158,1.004205108,0.1202331413,0.04202459975,U
2.833891463,-2.101260366,-0.429481838,-0.4635150499,V
-0.1282703498,-0.5433795579,-0.2218729143,-1.029007,W
1.247967266,0.1288503099,-1.559185434,0.04422253593,O
0.2738322077,0.5220740122,-0.30834208,2.699276267,P
0.7020121399,0.7117244335,1.163335539,0.2963425656,W
-1.016164339,-0.354133699,0.3449640622,-0.9917171458,B
1.063248827,-1.609780165,1.585452342,0.266229477,N
-0.3450918558,-1.783732552,0.995363381,-0.1331273524,L
0.5802729112,0.8581697346,-0.4115938343,0.2370327696,B
0.2422513801,-0.01457250022,-0.5464322498,0.3298563221,Y
0.3996901187,1.883216781,-0.5675222959,0.4066231154,2
-0.3882452855,1.919551779,-0.9050669368,0.6783311504,F
0.5337438896,1.906746014,0.543798075,-1.308828029,V
-0.9783006449,-0.9365826463,0.09040915339,-0.2182799136,G
0.3394423446,-0.280249622,-1.007011856,-2.80808361,3
-1.670403652,0.07666466901,1.298030201,-0.7633842294,A
0.6737091739,1.492748742,0.5479740228,-0.2145300432,M
-0.8604143922,-1.054173176,-0.2139060712,2.004594044,5
-0.6971030881,0.4824587279,-0.6182692895,0.4683254604,X
-1.595699258,0.747178515,0.4393217344,0.3759151838,W
0.6408641633,-0.9288226349,0.1393555785,-0.7403319518,F
0.5046423715,0.08130116158,-0.5246307746,0.1220693949,A
-1.560576355,-1.408741302,0.5446408102,0.9395803995,P
0.8769470722,0.9693917787,-1.06937456,0.1732871566,W
-0.9957476665,-0.9623851946,1.25743133,-0.6316455606,O
0.5002355498,-0.8911894474,0.4633037116,-0.3945012314,Q
-2.687334524,-0.2409969732,-0.5880669564,-0.3556819658,X
1.112291925,-0.0268625158,-0.1440766584,0.3643605112,B
0.2361829015,0.1130433213,-1.38045375,0.02879233251,B
-1.093494191,-0.9465624973,0.1493823523,-0.1904544242,Q
0.6764502486,0.9045763468,0.8546212678,0.323596422,V
1.841711739,0.4396311563,-1.265121509,-0.7130287437,Z
-1.128605278,-0.4989730142,-0.07996282988,0.176692485,V
0.7678571315,-0.5116534891,-2.18141436,-0.2251510273,I
2.219223395,-1.507157866,0.9014989482,0.4741511484,7
-0.03043887059,0.9124981331,1.780497295,0.4371216189,O
1.03866082,-0.3905889864,1.521633985,1.431298779,6
-0.5628476999,0.630243211,-0.05507670741,-2.031741999,T
-0.8381908938,1.910500592,1.784924481,-0.1289319487,H
0.2896296489,1.530672907,-1.678070101,1.18281869,2
-0.4583333864,1.229671569,-0.0380868637,0.9613704892,M
0.6072709197,-1.161727669,1.128580891,0.4779471741,7
1.136750961,-0.6172444982,-0.1032249283,1.273974709,L
-0.4993570012,0.08241765149,0.8863254304,-0.8893499325,N
-0.05307863311,-0.4319091647,-0.8197099014,-0.1843825516,Q
0.5543888577,-3.415448082,-1.008007947,0.09563643618,Z
-0.4375179059,1.416218008,-1.223695605,-0.9830905165,3
-0.5622070561,0.2664324026,0.2822174858,-0.5724166526,8
0.2823790648,0.2612551255,0.3897001266,-1.350305454,7
1.03683079,0.4179894926,-0.2034459783,0.4837986762,6
-0.468093396,0.3466070936,-1.773747732,0.7785929396,G
0.4397162727,-0.5438730675,0.1131435889,-0.8899635185,H
-1.374947064,1.858125611,0.6701413496,1.643450397,R
-0.854070608,0.0151225979,0.6066453779,-0.9247888874,C
-1.064914178,-0.7522642739,0.6356540315,-0.8477685339,Y
0.3280377188,-2.201035091,-0.6408347718,-0.7629740214,O
-0.4544913404,-1.296816906,2.021386987,0.7404822004,6
0.4959329768,-0.706393241,0.5158922049,-1.664528895,C
1.015098113,0.2544813662,0.2840051063,0.08461788988,E
1.110090509,-1.078437353,-0.4159905472,-2.497072099,Q
-0.7878773491,0.02362970639,0.7913470345,-0.153286528,Z
0.07412054186,2.946736708,0.4322373234,-1.322222082,3
0.3534285513,-0.2477173126,0.02709910935,-0.8727517262,D
1.22420514,0.71034534,0.4062035419,1.362394363,O
-0.350708061,-2.263328042,0.280187558,0.9969779212,J
0.2078858889,1.219362599,0.120394429,1.41648178,S
0.3217674302,0.9978145446,-0.1410089534,-0.2142230696,E
-1.343528408,-0.3964850918,-1.638347337,-1.006331531,S
0.02231925777,-0.7043750893,0.7898940795,-1.780649254,W
-1.539439263,0.5358497495,1.976509323,1.146052469,R
1.72177032,0.1103577384,-1.42699107,0.3024528036,M
-0.1227827032,1.017952896,-0.4851820893,-0.7575327321,P
1.437881569,0.4623089881,0.6451838036,-0.4881876328,I
0.2525185435,-0.8937639862,-1.451020144,-0.03757147081,Q
1.428140019,-0.3073822281,0.8352362326,0.3186589346,9
-0.6535125843,-0.8268982216,0.3656003889,-0.3434417763,E
0.648526065,0.3821657279,0.8371198185,2.05771303,T
-0.2940309575,1.866947434,-2.424641045,-0.5943992436,G
0.5461355128,-1.165290991,-0.06949308602,0.8394425623,F
0.05559031736,0.4607960821,1.480777373,-1.173949722,W
0.9114873439,0.3363408046,-0.8903898901,-0.1312223954,U
-0.9075051237,-0.7738184985,0.1234613969,1.72381383,A
0.1189504597,0.8986423375,1.359423481,-0.02513950164,U
-0.8786545673,-1.640172626,-1.324033673,1.131210591,S
-0.01950906875,0.8761129355,-1.549757812,1.65096517,S
-0.003943390778,-0.1007105523,0.08932604103,1.220398054,R
-0.04716929691,-0.8342098712,-1.417680376,-0.9926290062,T
1.408108809,-1.297373171,0.3316636357,0.227962746,T
-1.254859016,0.3797694301,0.2340478339,-0.4121612629,M
0.532226558,-0.5764300668,0.4339825274,-1.034566339,1
-0.4401856978,-0.9205595011,-0.8869080874,-0.7173934482,L
1.755843528,0.5833047521,-0.02300178949,-1.240222409,S
0.3262750274,1.118900236,2.100198977,-0.3026653665,U
0.02488008283,-0.7173224323,1.408195803,0.9613458343,S
-2.338187004,1.448026619,-1.882318628,0.09092061508,M
-2.329397537,0.226032598,-0.3595503061,-0.5455516848,W
-0.2036042878,-0.3710162423,-0.1202847593,-1.316812692,0
1.626647041,0.2963299488,0.3143409036,-0.03174154986,D
1.915538375,0.9028801607,0.4084029658,0.3800357545,Q
-1.0953779,-1.436462335,-0.1366357387,-0.07647222865,V
-1.588549937,-0.192420493,-0.1255186281,-0.1163376546,9
0.6772922482,0.02153562078,-1.54365114,-0.2544818732,O
0.1460325594,0.9567114961,-0.1160329179,-1.118259094,Z
0.1629386084,-0.1768312642,-0.5174886513,-0.08648301768,B
0.4460038207,1.42139105,1.864232712,-0.2319436357,D
-0.7666374823,0.8493218071,-2.271482353,0.09794136535,L
-2.212325575,0.3712402537,0.07670791661,0.5796779159,X
0.4498878592,-0.38298199,0.5351680186,-0.1390490204,G
-0.2263914827,-0.3601022646,-0.2565026948,-0.5914655568,U
0.7316597447,-1.89530746,-0.9778300338,0.6097945719,H
0.09316061663,-0.9413223203,0.9489400994,0.9071851512,R
-0.473135156,-0.1540750458,-1.019197735,0.4633823272,G
-0.3604823508,1.12928193,-0.520626158,-0.5835123509,S
0.3984277529,0.9316266271,0.1265704874,-0.3595621512,6
0.05645565893,0.9428897924,0.4874905816,-0.3251111397,Z
0.919765872,1.271893208,0.3256286966,1.438337688,5
0.8264596178,-0.2525775986,-0.9351446348,1.414167066,8
0.2398167504,0.2005459088,0.6766975753,0.3592047039,G
1.004258141,0.1378197475,0.3409295422,-0.5340902089,K
-0.02290734658,-1.523095326,0.641033357,-0.1042808274,X
2.455329486,-0.1905687068,0.3023087551,-0.4807484874,0
-1.152558702,-1.857733665,0.1871284054,-1.995974503,R
-1.576835827,-1.958031251,-0.1406018922,0.6323146807,4
0.4260678065,-0.1671952606,-1.075381967,-1.092328248,4
